beneficiary_id,village_id,village_name,gp_id,block_id,district,state,first_name,last_name,father_husband_name,gender,age,tribal_community,family_size,annual_income,education_level,occupation,aadhaar_number,mobile_number,bank_account,ifsc_code,created_date,updated_date
FRA_00000990,VIL_000050,चंडीगढ,GP_000013,BLK_000001,Mandla,Madhya Pradesh,आनन्द,दासगुप्ता,शनि,Male,52,Gond,8,75625,Graduate,Daily_Labor,3931-3502-9743,+91-7802328719,BANK_964343470364,SBIN0011146,2022-04-22,2024-12-23
FRA_00000991,VIL_000050,चंडीगढ,GP_000013,BLK_000001,Mandla,Madhya Pradesh,सुनीती,भट,विजय,Female,72,Baiga,8,50695,Graduate,Agriculture,9206-9265-1931,+91-8691382520,BANK_280968228441,SBIN0016336,2024-02-21,2025-09-07
FRA_00000992,VIL_000050,चंडीगढ,GP_000013,BLK_000001,Mandla,Madhya Pradesh,कमला,मिस्त्री,प्रभात,Female,27,Baiga,3,63128,Graduate,Daily_Labor,8576-5027-8453,+91-7752242052,BANK_223309409531,SBIN0042534,2020-10-24,2025-08-01
FRA_00000993,VIL_000050,चंडीगढ,GP_000013,BLK_000001,Mandla,Madhya Pradesh,प्रदीप,कदम,रोहन,Male,58,Bharia,8,20540,Illiterate,Animal_Husbandry,3226-1009-5705,+91-8979003688,BANK_978444906750,SBIN0074219,2024-09-26,2025-05-15
FRA_00000994,VIL_000050,चंडीगढ,GP_000013,BLK_000001,Mandla,Madhya Pradesh,प्रतिभा,चतुर्वेदी,इन्द्र,Female,53,Bharia,7,67939,Graduate,Animal_Husbandry,9514-6798-7638,+91-8079882825,BANK_282139591375,SBIN0075949,2023-11-04,2025-03-31
FRA_00000995,VIL_000050,चंडीगढ,GP_000013,BLK_000001,Mandla,Madhya Pradesh,दमयंती,मालिक,अनिल,Female,26,Gond,3,24622,Graduate,Daily_Labor,5889-2892-7756,+91-8643135440,BANK_428032182625,SBIN0058971,2025-04-20,2024-11-12
FRA_00000996,VIL_000050,चंडीगढ,GP_000013,BLK_000001,Mandla,Madhya Pradesh,आकाङ्क्षा,गावडे,अनिश,Male,38,Kol,3,17102,Primary,Animal_Husbandry,3411-8371-3291,+91-9787740089,BANK_434121657286,SBIN0061951,2022-06-06,2025-06-24
FRA_00000997,VIL_000050,चंडीगढ,GP_000013,BLK_000001,Mandla,Madhya Pradesh,चण्ड,अहलूवालिया,किरण,Male,27,Gond,3,72544,Middle,Animal_Husbandry,7541-8640-8621,+91-8595868611,BANK_327128107417,SBIN0070725,2021-10-20,2024-12-28
FRA_00000998,VIL_000050,चंडीगढ,GP_000013,BLK_000001,Mandla,Madhya Pradesh,प्रभात,सैनी,अंकुर,Male,44,Gond,3,34075,Illiterate,Daily_Labor,7128-1870-6743,+91-8997543837,BANK_524812604042,SBIN0095646,2020-09-27,2025-05-26
FRA_00000999,VIL_000050,चंडीगढ,GP_000013,BLK_000001,Mandla,Madhya Pradesh,सरस्वती,कलिता,प्रकाश,Female,22,Bharia,4,61500,Graduate,Animal_Husbandry,1663-8855-2110,+91-8513900512,BANK_311876974610,SBIN0050677,2023-09-26,2025-06-15
FRA_00001000,VIL_000050,चंडीगढ,GP_000013,BLK_000001,Mandla,Madhya Pradesh,धनञ्जय,चोपरा,राजेश,Male,18,Gond,3,50338,Illiterate,Agriculture,9347-4583-9537,+91-8594577205,BANK_589729951608,SBIN0062876,2021-09-26,2025-07-11
FRA_00001001,VIL_000051,देवास,GP_000013,BLK_000001,Mandla,Madhya Pradesh,शिवाली,मिस्त्री,शंकर,Female,40,Bharia,4,52345,Middle,Agriculture,9470-3020-8182,+91-9093868830,BANK_939380096667,SBIN0077367,2021-08-25,2025-02-01
FRA_00001002,VIL_000051,देवास,GP_000013,BLK_000001,Mandla,Madhya Pradesh,उत्तम,सेन,ओम,Male,60,Bharia,7,81315,Illiterate,Forest_Produce,7191-6409-8206,+91-9728183375,BANK_255766033556,SBIN0028639,2024-09-25,2025-07-04
FRA_00001003,VIL_000051,देवास,GP_000013,BLK_000001,Mandla,Madhya Pradesh,विशाल,टंडन,राजन,Male,23,Bharia,5,51144,Secondary,Forest_Produce,1686-1721-5962,+91-7052032361,BANK_250124395645,SBIN0035492,2024-05-20,2024-10-26
FRA_00001004,VIL_000051,देवास,GP_000013,BLK_000001,Mandla,Madhya Pradesh,गीता,श्रीवास्तव,उत्तम,Female,54,Baiga,5,34876,Secondary,Daily_Labor,4450-1009-2085,+91-7701760878,BANK_142343398205,SBIN0044800,2023-01-02,2025-06-24
FRA_00001005,VIL_000051,देवास,GP_000013,BLK_000001,Mandla,Madhya Pradesh,शीला,चवन,दयाराम,Female,68,Gond,3,76381,Primary,Animal_Husbandry,2871-2310-8530,+91-8472044774,BANK_901513045804,SBIN0058774,2021-09-03,2025-04-05
FRA_00001006,VIL_000051,देवास,GP_000013,BLK_000001,Mandla,Madhya Pradesh,चन्द्रकान्ता,मेनन,अरविन्द,Female,34,Bharia,6,58332,Middle,Forest_Produce,9520-5570-5018,+91-7971516837,BANK_124974942148,SBIN0066868,2025-01-27,2025-07-01
FRA_00001007,VIL_000051,देवास,GP_000013,BLK_000001,Mandla,Madhya Pradesh,एषा,तमांग,िनशा,Female,35,Bhil,6,54396,Secondary,Animal_Husbandry,1840-5920-5221,+91-7457400284,BANK_262453139357,SBIN0082746,2020-10-18,2024-10-16
FRA_00001008,VIL_000051,देवास,GP_000013,BLK_000001,Mandla,Madhya Pradesh,विपुल,अरोरा,देवदास,Male,72,Baiga,3,75862,Primary,Agriculture,9883-9287-6947,+91-8772296886,BANK_541275778624,SBIN0064957,2024-07-05,2025-05-13
FRA_00001009,VIL_000051,देवास,GP_000013,BLK_000001,Mandla,Madhya Pradesh,अनुष्का,बुरुाह,श्याम,Female,37,Gond,3,36292,Graduate,Animal_Husbandry,2086-6143-1932,+91-8870988352,BANK_995096630883,SBIN0066645,2024-05-07,2025-05-18
FRA_00001010,VIL_000051,देवास,GP_000013,BLK_000001,Mandla,Madhya Pradesh,नारायण,जोशी,रवि,Male,44,Kol,2,58749,Middle,Agriculture,6046-4861-8971,+91-9112525942,BANK_745947381800,SBIN0038053,2022-04-18,2024-11-14
FRA_00001011,VIL_000051,देवास,GP_000013,BLK_000001,Mandla,Madhya Pradesh,करिश्मा,शुक्ला,गणेश,Female,45,Baiga,4,46881,Graduate,Forest_Produce,6506-3608-6359,+91-9548831357,BANK_207730142316,SBIN0020760,2022-02-03,2024-12-26
FRA_00001012,VIL_000051,देवास,GP_000013,BLK_000001,Mandla,Madhya Pradesh,अंकुर,बुरुाह,राजेश,Male,68,Gond,3,71169,Secondary,Agriculture,3488-1841-1034,+91-9023823583,BANK_135122408915,SBIN0027495,2022-07-12,2024-11-07
FRA_00001013,VIL_000051,देवास,GP_000013,BLK_000001,Mandla,Madhya Pradesh,लक्ष्मी,सुब्रमण्यम,महावीर,Female,71,Bhil,7,61825,Graduate,Agriculture,1662-3706-6075,+91-8417947981,BANK_139084079185,SBIN0086397,2024-04-12,2024-11-23
FRA_00001014,VIL_000051,देवास,GP_000013,BLK_000001,Mandla,Madhya Pradesh,रञ्जित,मंडल,अजित,Male,20,Bharia,2,40198,Primary,Animal_Husbandry,9034-2761-5379,+91-9548505429,BANK_775561541063,SBIN0078955,2023-02-06,2025-05-27
FRA_00001015,VIL_000051,देवास,GP_000013,BLK_000001,Mandla,Madhya Pradesh,भरत,पिल्लई,कुमार,Male,71,Bharia,4,33168,Illiterate,Animal_Husbandry,5259-3578-9435,+91-7412833077,BANK_767852019299,SBIN0039332,2025-02-06,2024-10-29
FRA_00001016,VIL_000051,देवास,GP_000013,BLK_000001,Mandla,Madhya Pradesh,दीप्ति,सिंह,हरि,Female,20,Kol,8,59388,Primary,Animal_Husbandry,8413-6877-9337,+91-8315972666,BANK_818520769614,SBIN0062572,2025-04-10,2025-02-26
FRA_00001017,VIL_000051,देवास,GP_000013,BLK_000001,Mandla,Madhya Pradesh,रुक्मिणी,नारायण,अकबर,Female,69,Baiga,8,55543,Middle,Forest_Produce,4943-8557-3436,+91-7666660868,BANK_186057390631,SBIN0017700,2021-03-29,2025-02-28
FRA_00001018,VIL_000051,देवास,GP_000013,BLK_000001,Mandla,Madhya Pradesh,हर्शल,कलिता,भारत,Male,27,Gond,5,31529,Primary,Agriculture,5628-6451-6242,+91-9487947015,BANK_887006603488,SBIN0073123,2024-12-26,2025-08-02
FRA_00001019,VIL_000051,देवास,GP_000013,BLK_000001,Mandla,Madhya Pradesh,राज्य,मैती,राजेश,Female,44,Gond,7,54655,Primary,Animal_Husbandry,1554-6967-3564,+91-8678448660,BANK_478779559350,SBIN0018658,2025-01-01,2025-05-29
FRA_00001020,VIL_000051,देवास,GP_000013,BLK_000001,Mandla,Madhya Pradesh,िनशा,वेंकटएसन,संजीव,Male,20,Bhil,5,39453,Secondary,Animal_Husbandry,7512-6301-8366,+91-7570815124,BANK_459986039126,SBIN0065358,2023-09-24,2025-05-27
FRA_00001021,VIL_000052,दालखोला,GP_000014,BLK_000001,Mandla,Madhya Pradesh,आनन्द,यादव,हरीश,Male,18,Baiga,4,69499,Illiterate,Animal_Husbandry,6481-3427-1688,+91-7602759945,BANK_663671608334,SBIN0089157,2024-10-14,2025-07-07
FRA_00001022,VIL_000052,दालखोला,GP_000014,BLK_000001,Mandla,Madhya Pradesh,मनीषा,प्रसाद,प्रणव,Female,35,Baiga,7,38660,Secondary,Agriculture,1151-6910-6619,+91-9640876309,BANK_470969312893,SBIN0010358,2024-07-16,2025-01-23
FRA_00001023,VIL_000052,दालखोला,GP_000014,BLK_000001,Mandla,Madhya Pradesh,सरल,चोपरा,प्रभात,Male,48,Bharia,3,42664,Primary,Daily_Labor,9273-5480-9697,+91-8678001569,BANK_683641329335,SBIN0087396,2022-11-10,2025-08-19
FRA_00001024,VIL_000052,दालखोला,GP_000014,BLK_000001,Mandla,Madhya Pradesh,सतीश,अहलूवालिया,देवदान,Male,45,Gond,5,53036,Graduate,Animal_Husbandry,1729-5661-6449,+91-7076943919,BANK_745994590467,SBIN0092187,2021-01-15,2025-05-12
FRA_00001025,VIL_000052,दालखोला,GP_000014,BLK_000001,Mandla,Madhya Pradesh,धवल,श्रीवास्तव,काम,Male,48,Kol,5,45270,Middle,Forest_Produce,8360-5336-5919,+91-9800553579,BANK_142314725295,SBIN0040077,2021-08-17,2025-08-15
FRA_00001026,VIL_000052,दालखोला,GP_000014,BLK_000001,Mandla,Madhya Pradesh,दिव्या,कुमार,महावीर,Female,43,Bhil,2,84565,Primary,Agriculture,4633-8360-4915,+91-8705016899,BANK_572456068000,SBIN0016260,2021-11-30,2025-06-22
FRA_00001027,VIL_000052,दालखोला,GP_000014,BLK_000001,Mandla,Madhya Pradesh,राजन,तमांग,राम,Male,69,Bhil,6,69624,Illiterate,Daily_Labor,1838-9136-4496,+91-9293899119,BANK_708430601575,SBIN0047690,2025-03-14,2025-01-26
FRA_00001028,VIL_000052,दालखोला,GP_000014,BLK_000001,Mandla,Madhya Pradesh,इन्द्रजित,जोशी,हरीश,Male,72,Baiga,5,58068,Primary,Forest_Produce,1232-8036-2305,+91-8412077151,BANK_369066141796,SBIN0072896,2023-04-07,2025-08-05
FRA_00001029,VIL_000052,दालखोला,GP_000014,BLK_000001,Mandla,Madhya Pradesh,रवि,साहा,पद्म,Male,24,Baiga,7,48841,Primary,Daily_Labor,5212-7808-3651,+91-8831586205,BANK_899740491216,SBIN0031483,2022-12-08,2024-12-14
FRA_00001030,VIL_000052,दालखोला,GP_000014,BLK_000001,Mandla,Madhya Pradesh,सितारा,शर्मा,पुरुषोत्तम,Female,24,Bhil,4,23990,Illiterate,Forest_Produce,2989-1054-4924,+91-7283391689,BANK_949452897452,SBIN0045396,2023-08-26,2025-05-14
FRA_00001031,VIL_000052,दालखोला,GP_000014,BLK_000001,Mandla,Madhya Pradesh,प्रमोद,गावडे,धनञ्जय,Male,25,Kol,4,30917,Graduate,Animal_Husbandry,9368-3000-8884,+91-9869031169,BANK_407581359916,SBIN0020914,2024-10-06,2024-12-20
FRA_00001032,VIL_000052,दालखोला,GP_000014,BLK_000001,Mandla,Madhya Pradesh,अदिती,द्विवेदी,ज्योतिष,Female,68,Gond,4,38120,Secondary,Forest_Produce,9934-5100-1298,+91-9664348449,BANK_945220829814,SBIN0021327,2024-01-20,2024-10-11
FRA_00001033,VIL_000052,दालखोला,GP_000014,BLK_000001,Mandla,Madhya Pradesh,नीरव,कुमार,जौहर,Male,28,Baiga,4,36016,Graduate,Forest_Produce,8842-6757-1488,+91-8461065280,BANK_528867543627,SBIN0066675,2022-08-21,2025-09-26
FRA_00001034,VIL_000052,दालखोला,GP_000014,BLK_000001,Mandla,Madhya Pradesh,हर्श,सिन्हा,जौहर,Male,69,Bharia,8,67751,Primary,Forest_Produce,4115-8920-2096,+91-7973888969,BANK_825138703891,SBIN0074798,2023-12-14,2025-06-01
FRA_00001035,VIL_000052,दालखोला,GP_000014,BLK_000001,Mandla,Madhya Pradesh,काली,नाथ,बृजेश,Female,42,Bhil,7,63348,Primary,Agriculture,1596-8420-4081,+91-7015984742,BANK_488999222257,SBIN0012244,2024-07-10,2024-12-11
FRA_00001036,VIL_000052,दालखोला,GP_000014,BLK_000001,Mandla,Madhya Pradesh,दिव्या,जयरामन,शेखर,Female,59,Bhil,5,15974,Middle,Animal_Husbandry,2396-3196-2572,+91-9553995829,BANK_716415914715,SBIN0025269,2020-11-24,2025-08-14
FRA_00001037,VIL_000052,दालखोला,GP_000014,BLK_000001,Mandla,Madhya Pradesh,स्वपन,मिस्त्री,प्रभाकर,Male,48,Kol,6,59656,Illiterate,Agriculture,6194-5031-6112,+91-9306747621,BANK_567387637924,SBIN0048463,2022-08-05,2025-06-14
FRA_00001038,VIL_000052,दालखोला,GP_000014,BLK_000001,Mandla,Madhya Pradesh,शशि,सरकार,रतन,Male,72,Gond,2,54348,Primary,Daily_Labor,7219-3507-5598,+91-8460036302,BANK_554621158698,SBIN0019751,2023-09-12,2024-11-10
FRA_00001039,VIL_000052,दालखोला,GP_000014,BLK_000001,Mandla,Madhya Pradesh,ज्योत्स्ना,टंडन,आनन्द,Female,22,Kol,4,54298,Secondary,Agriculture,1428-5671-6369,+91-7793607498,BANK_201841406876,SBIN0028012,2021-08-13,2025-03-19
FRA_00001040,VIL_000052,दालखोला,GP_000014,BLK_000001,Mandla,Madhya Pradesh,संदीप,गुप्ता,अजित,Male,41,Gond,2,49629,Middle,Daily_Labor,3027-3992-4478,+91-9500651061,BANK_189336915729,SBIN0040345,2022-01-19,2025-01-13
FRA_00001041,VIL_000053,फतेहगढ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,नित्य,दुत्ता,विष्णु,Female,37,Bharia,8,25441,Graduate,Daily_Labor,5874-2645-7613,+91-7174965932,BANK_563332328494,SBIN0022185,2022-10-08,2025-03-12
FRA_00001042,VIL_000053,फतेहगढ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,रजनी,छेत्री,आदित्य,Female,35,Gond,3,24010,Illiterate,Agriculture,2750-8814-1696,+91-9015297930,BANK_498613769747,SBIN0063213,2023-03-21,2024-09-29
FRA_00001043,VIL_000053,फतेहगढ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,मानदीप,बोस,सुशील,Male,34,Baiga,6,47450,Illiterate,Daily_Labor,3758-4033-2701,+91-9709432342,BANK_120668448727,SBIN0071645,2024-04-03,2025-04-15
FRA_00001044,VIL_000053,फतेहगढ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,अनिरुद्ध,रेड्डी,राजन,Male,64,Baiga,3,81805,Primary,Animal_Husbandry,1086-9568-5477,+91-9476867915,BANK_902276960116,SBIN0034582,2021-05-07,2025-05-14
FRA_00001045,VIL_000053,फतेहगढ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,प्रतिमा,नाथ,राहुल,Female,53,Baiga,2,71324,Primary,Animal_Husbandry,4153-9647-5795,+91-8478619255,BANK_542966651180,SBIN0087433,2024-03-14,2025-02-28
FRA_00001046,VIL_000053,फतेहगढ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,अदिती,भट,अमर,Female,55,Bhil,4,47640,Graduate,Agriculture,7884-5177-9153,+91-7006239031,BANK_228753738683,SBIN0063155,2024-07-21,2024-10-23
FRA_00001047,VIL_000053,फतेहगढ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,रामचन्द्र,गुहा,रावण,Male,65,Bhil,7,31802,Graduate,Forest_Produce,2965-5076-3170,+91-7172684301,BANK_917117510773,SBIN0016103,2022-11-27,2025-07-02
FRA_00001048,VIL_000053,फतेहगढ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,अनिल,रॉय,भरत,Male,61,Kol,3,43591,Middle,Agriculture,1046-4443-2814,+91-9990259848,BANK_551030664500,SBIN0024018,2023-02-01,2025-04-23
FRA_00001049,VIL_000053,फतेहगढ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,मञ्जुला,डी’सोउज़ा,नंद,Female,31,Kol,3,34265,Illiterate,Daily_Labor,6326-7735-7205,+91-9832617799,BANK_849552821727,SBIN0046053,2025-03-21,2024-10-07
FRA_00001050,VIL_000053,फतेहगढ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,सुमना,रंगन,कैलाश,Female,60,Baiga,8,34125,Primary,Animal_Husbandry,6786-4080-4977,+91-9104161732,BANK_577917750435,SBIN0016413,2020-09-28,2025-06-21
FRA_00001051,VIL_000053,फतेहगढ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,पद्मावती,सेन,प्रदीप,Female,18,Kol,5,35788,Illiterate,Agriculture,8516-9589-5736,+91-7875485620,BANK_222034642438,SBIN0047645,2022-07-17,2025-07-31
FRA_00001052,VIL_000054,चिपलुन,GP_000014,BLK_000001,Mandla,Madhya Pradesh,शोभा,मजूमदार,सुधीर,Female,35,Baiga,5,16804,Secondary,Agriculture,8445-6699-5967,+91-9767032760,BANK_594884667804,SBIN0036335,2025-01-09,2025-01-11
FRA_00001053,VIL_000054,चिपलुन,GP_000014,BLK_000001,Mandla,Madhya Pradesh,सुशीला,टंडन,सरल,Female,71,Kol,5,50342,Primary,Animal_Husbandry,4613-8178-3187,+91-7073640542,BANK_361052440783,SBIN0094570,2022-04-11,2025-05-26
FRA_00001054,VIL_000054,चिपलुन,GP_000014,BLK_000001,Mandla,Madhya Pradesh,पद्मिनी,गोयल,सुदर्शन,Female,42,Baiga,6,81807,Primary,Agriculture,5385-7075-9552,+91-8094405664,BANK_210337314073,SBIN0045626,2025-01-09,2025-09-18
FRA_00001055,VIL_000054,चिपलुन,GP_000014,BLK_000001,Mandla,Madhya Pradesh,निखिला,द्विवेदी,अमित,Female,65,Kol,2,23253,Graduate,Agriculture,4952-5633-5130,+91-8049235570,BANK_733995559177,SBIN0079457,2024-01-29,2025-08-31
FRA_00001056,VIL_000054,चिपलुन,GP_000014,BLK_000001,Mandla,Madhya Pradesh,कमल,छेत्री,रतन,Male,58,Kol,6,15441,Primary,Agriculture,6363-7876-6591,+91-7006272869,BANK_312519359464,SBIN0034559,2022-04-10,2025-07-22
FRA_00001057,VIL_000054,चिपलुन,GP_000014,BLK_000001,Mandla,Madhya Pradesh,अमर,हजारिका,सुशील,Male,64,Bhil,7,70685,Middle,Daily_Labor,4268-7585-6847,+91-7412703117,BANK_617027825994,SBIN0091870,2023-08-18,2025-01-16
FRA_00001058,VIL_000054,चिपलुन,GP_000014,BLK_000001,Mandla,Madhya Pradesh,सुमन्त्र,गुप्ता,दयाराम,Male,74,Baiga,4,21003,Middle,Daily_Labor,8723-4951-9724,+91-8432067424,BANK_351226168645,SBIN0066468,2020-12-08,2025-02-08
FRA_00001059,VIL_000054,चिपलुन,GP_000014,BLK_000001,Mandla,Madhya Pradesh,सचिन,बनर्जी,सूर्य,Male,62,Gond,2,32956,Primary,Animal_Husbandry,1718-4358-8652,+91-8771072191,BANK_180481740187,SBIN0023449,2021-11-19,2024-12-15
FRA_00001060,VIL_000054,चिपलुन,GP_000014,BLK_000001,Mandla,Madhya Pradesh,शान्ता,पटेल,जयन्त,Female,63,Baiga,3,43119,Primary,Daily_Labor,2586-1599-5201,+91-7050241762,BANK_748188748196,SBIN0063626,2025-01-26,2024-11-30
FRA_00001061,VIL_000054,चिपलुन,GP_000014,BLK_000001,Mandla,Madhya Pradesh,ज़स्विन्देर्,दासगुप्ता,सुरेश,Male,35,Bharia,5,42405,Illiterate,Daily_Labor,4878-2946-2532,+91-8075101944,BANK_760527742948,SBIN0080371,2021-12-21,2025-04-02
FRA_00001062,VIL_000054,चिपलुन,GP_000014,BLK_000001,Mandla,Madhya Pradesh,हर्शल,छेत्री,प्रमोद,Male,20,Kol,7,51317,Graduate,Forest_Produce,1104-9020-4544,+91-8768706144,BANK_464588900070,SBIN0023119,2021-09-14,2025-03-25
FRA_00001063,VIL_000054,चिपलुन,GP_000014,BLK_000001,Mandla,Madhya Pradesh,देवराज,झा,रावण,Male,50,Bharia,3,51394,Illiterate,Animal_Husbandry,6717-6847-8411,+91-9389233857,BANK_283377661724,SBIN0013525,2024-12-22,2025-07-01
FRA_00001064,VIL_000054,चिपलुन,GP_000014,BLK_000001,Mandla,Madhya Pradesh,हर्श,भरद्वाज,श्रीपति,Male,58,Bharia,2,51078,Primary,Forest_Produce,3571-4837-1740,+91-7770480897,BANK_315646317568,SBIN0027383,2022-03-28,2025-04-09
FRA_00001065,VIL_000054,चिपलुन,GP_000014,BLK_000001,Mandla,Madhya Pradesh,आनन्दा,रॉय,जगजीत,Female,47,Gond,7,73912,Primary,Forest_Produce,1515-2931-4345,+91-8574717168,BANK_931622193391,SBIN0049268,2022-08-28,2025-02-27
FRA_00001066,VIL_000055,लखनऊ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,लोचन,गावडे,देवदान,Male,62,Gond,8,35849,Secondary,Animal_Husbandry,1124-3807-7136,+91-7150880064,BANK_291267905989,SBIN0099710,2025-08-01,2025-03-23
FRA_00001067,VIL_000055,लखनऊ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,पूर्णिमा,भट,कुमार,Female,24,Gond,8,35648,Primary,Agriculture,3518-7800-2776,+91-8866672076,BANK_869783797831,SBIN0031782,2025-03-18,2024-10-14
FRA_00001068,VIL_000055,लखनऊ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,पूर्णिमा,कदम,धनञ्जय,Female,63,Bharia,7,84581,Graduate,Daily_Labor,8422-3578-9730,+91-9836897282,BANK_338659708847,SBIN0068859,2023-12-18,2025-09-05
FRA_00001069,VIL_000055,लखनऊ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,चण्डा,सरकार,सुमन,Female,29,Bharia,8,73336,Middle,Daily_Labor,5263-4508-1328,+91-7842971713,BANK_423865514342,SBIN0059220,2021-04-06,2025-01-13
FRA_00001070,VIL_000055,लखनऊ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,पूर्णिमा,छेत्री,महात्मा,Female,23,Bharia,2,31617,Illiterate,Forest_Produce,9741-2854-8853,+91-8694824361,BANK_816870126546,SBIN0086108,2024-01-17,2025-06-14
FRA_00001071,VIL_000055,लखनऊ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,सोहेल,बनर्जी,प्रणव,Male,21,Bharia,3,45382,Primary,Forest_Produce,1831-9329-9907,+91-7318570313,BANK_689447731542,SBIN0082388,2024-02-11,2025-04-30
FRA_00001072,VIL_000055,लखनऊ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,अखिल,मैती,शङ्कर,Male,39,Bharia,6,27260,Middle,Daily_Labor,6440-9993-3231,+91-7765835875,BANK_568340493547,SBIN0074291,2025-02-20,2025-09-11
FRA_00001073,VIL_000055,लखनऊ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,विमल,भट,अनुपम,Male,26,Baiga,7,26715,Graduate,Forest_Produce,8247-2170-7916,+91-9722384234,BANK_188247517418,SBIN0052184,2022-10-27,2025-02-25
FRA_00001074,VIL_000055,लखनऊ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,पुष्पा,पाण्डेय,चन्दना,Female,28,Bhil,8,59260,Illiterate,Agriculture,1188-1447-1396,+91-7130341144,BANK_452546522689,SBIN0031616,2022-07-11,2024-10-24
FRA_00001075,VIL_000055,लखनऊ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,ओम,ताम्बे,गोविंदा,Male,23,Baiga,5,27879,Secondary,Daily_Labor,1937-1423-3453,+91-8517570082,BANK_517955482581,SBIN0098103,2021-10-04,2025-04-12
FRA_00001076,VIL_000055,लखनऊ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,ईश,खान,प्रभु,Male,68,Bharia,7,52992,Middle,Daily_Labor,3609-2393-9941,+91-7635412987,BANK_837017883897,SBIN0085547,2024-02-25,2025-03-26
FRA_00001077,VIL_000055,लखनऊ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,शोभा,कदम,बलदेव,Female,36,Kol,6,25040,Primary,Forest_Produce,5734-9215-1695,+91-8349107799,BANK_617025780505,SBIN0015293,2021-07-11,2024-09-30
FRA_00001078,VIL_000055,लखनऊ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,मोहिनी,वेंकटएसन,गुलज़ार,Female,47,Gond,2,21403,Illiterate,Daily_Labor,5024-7191-6658,+91-9734467892,BANK_195955965219,SBIN0057378,2021-01-16,2025-08-29
FRA_00001079,VIL_000055,लखनऊ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,लीला,रंगन,बृजेश,Female,51,Baiga,5,64508,Graduate,Agriculture,4863-7766-3445,+91-8157104057,BANK_351305763073,SBIN0052158,2024-03-08,2025-09-20
FRA_00001080,VIL_000055,लखनऊ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,गौरी,गोयल,नंद,Female,60,Gond,4,55648,Primary,Animal_Husbandry,1686-1645-8696,+91-7227790987,BANK_329380166933,SBIN0041508,2021-10-05,2025-07-12
FRA_00001081,VIL_000055,लखनऊ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,शर्मिला,भटनागर,दयाराम,Female,56,Bharia,6,75296,Graduate,Daily_Labor,1278-9615-4027,+91-7540163781,BANK_164701597211,SBIN0045102,2024-08-26,2024-12-17
FRA_00001082,VIL_000055,लखनऊ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,अभय,श्रीवास्तव,अमर,Male,25,Kol,4,84281,Illiterate,Agriculture,5286-5237-3907,+91-9351398680,BANK_623764584011,SBIN0075332,2023-04-19,2025-06-09
FRA_00001083,VIL_000055,लखनऊ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,पीताम्बर,मेनन,चन्दना,Male,51,Baiga,5,39600,Graduate,Agriculture,7548-5387-4968,+91-7665122637,BANK_171609988834,SBIN0028546,2022-07-29,2025-07-23
FRA_00001084,VIL_000055,लखनऊ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,अमिता,ताम्बे,पुरुषोत्तम,Female,57,Bhil,7,37396,Graduate,Daily_Labor,7678-5875-3598,+91-7088946090,BANK_930731714158,SBIN0027106,2021-07-23,2025-08-12
FRA_00001085,VIL_000055,लखनऊ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,सितारा,थापा,शंकर,Female,64,Bharia,5,43032,Illiterate,Daily_Labor,5126-2346-8568,+91-7175143848,BANK_528732383985,SBIN0048223,2021-05-18,2025-01-19
FRA_00001086,VIL_000055,लखनऊ,GP_000014,BLK_000001,Mandla,Madhya Pradesh,तारा,गुरुंग,हरेन्द्र,Female,28,Bhil,8,63977,Middle,Agriculture,4057-7607-4753,+91-9902328042,BANK_475247202198,SBIN0081233,2022-05-07,2025-09-11
